month,channel,ad_spend,gross_discount_shopify,sessions_mkt,ctr_mkt,clicks_mkt,conversion_rate_mkt,orders_mkt,new_customers_mkt,sessions_web,sessions_with_cart_additions,added_to_cart_rate,sessions_that_reached_checkout,reached_checkout_rate,sessions_that_completed_checkout,checkout_conversion_rate,conversion_rate_web,pageviews_per_session,pageviews,new_orders,existing_orders,new_customers,existing_customers,media_spend_by_channel,gross_sales,discounts,returns,net_sales
2024-12-01,organic search,59978.0,1961859.25,627365.0,0.0213,740744.0,0.0263,16488.0,9623.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,organic search,0.0,832951.48,291420.0,0.0159,327493.0,0.0244,7117.0,3687.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,organic search,0.0,832951.48,291420.0,0.0159,327493.0,0.0244,7117.0,3687.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,organic search,0.0,832951.48,291420.0,0.0159,327493.0,0.0244,7117.0,3687.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,organic search,0.0,832951.48,291420.0,0.0159,327493.0,0.0244,7117.0,3687.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,organic search,0.0,832951.48,291420.0,0.0159,327493.0,0.0244,7117.0,3687.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,18819.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,4709.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,10532.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,10582.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,14907.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,10084.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,7636.0,1017758.01,-88930.89,-46815.46,882011.66
2024-08-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,9567.0,1203508.98,-94359.42,-35156.1,1073993.46
2024-09-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,8319.0,1037038.97,-99623.56,-35440.03,901975.38
2024-10-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,9534.0,1146811.38,-176537.57,-32516.32,937757.49
2024-11-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,21890.0,1848182.14,-107769.19,-27320.44,1713092.51
2024-12-01,affiliates,162595.38,424308.67,89432.0,0.0,320864.0,0.0455,4069.0,1894.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,29879.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,affiliates,81096.03,206467.38,40064.0,0.0,173150.0,0.0484,1939.0,856.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,25853.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,affiliates,81096.03,206467.38,40064.0,0.0,173150.0,0.0484,1939.0,856.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,10886.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,affiliates,81096.03,206467.38,40064.0,0.0,173150.0,0.0484,1939.0,856.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,12631.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,affiliates,81096.03,206467.38,40064.0,0.0,173150.0,0.0484,1939.0,856.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,13265.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,affiliates,81096.03,206467.38,40064.0,0.0,173150.0,0.0484,1939.0,856.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,18461.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,0.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,0.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,0.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,0.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,0.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,1017758.01,-88930.89,-46815.46,882011.66
2024-08-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,0.0,1203508.98,-94359.42,-35156.1,1073993.46
2024-09-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,0.0,1037038.97,-99623.56,-35440.03,901975.38
2024-10-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,0.0,1146811.38,-176537.57,-32516.32,937757.49
2024-11-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,0.0,1848182.14,-107769.19,-27320.44,1713092.51
2024-12-01,email,96624.0,2785148.54,460971.0,0.0461,2225234.0,0.0571,26329.0,5014.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,email,0.0,958222.1,160363.0,0.0077,247837.0,0.0537,8605.0,1545.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,email,0.0,958222.1,160363.0,0.0077,247837.0,0.0537,8605.0,1545.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,email,0.0,958222.1,160363.0,0.0077,247837.0,0.0537,8605.0,1545.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,email,0.0,958222.1,160363.0,0.0077,247837.0,0.0537,8605.0,1545.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,email,0.0,958222.1,160363.0,0.0077,247837.0,0.0537,8605.0,1545.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,0.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,0.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,0.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,0.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,0.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,1017758.01,-88930.89,-46815.46,882011.66
2024-08-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,0.0,1203508.98,-94359.42,-35156.1,1073993.46
2024-09-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,0.0,1037038.97,-99623.56,-35440.03,901975.38
2024-10-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,0.0,1146811.38,-176537.57,-32516.32,937757.49
2024-11-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,0.0,1848182.14,-107769.19,-27320.44,1713092.51
2024-12-01,sms,25270.0,460352.79,102180.0,0.0,76.0,0.045,4598.0,1218.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,sms,0.0,180884.06,40317.0,0.0,24.0,0.0449,1812.0,530.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,sms,0.0,180884.06,40317.0,0.0,24.0,0.0449,1812.0,530.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,sms,0.0,180884.06,40317.0,0.0,24.0,0.0449,1812.0,530.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,sms,0.0,180884.06,40317.0,0.0,24.0,0.0449,1812.0,530.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,sms,0.0,180884.06,40317.0,0.0,24.0,0.0449,1812.0,530.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,0.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,0.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,0.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,0.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,0.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,1017758.01,-88930.89,-46815.46,882011.66
2024-08-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,0.0,1203508.98,-94359.42,-35156.1,1073993.46
2024-09-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,0.0,1037038.97,-99623.56,-35440.03,901975.38
2024-10-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,0.0,1146811.38,-176537.57,-32516.32,937757.49
2024-11-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,0.0,1848182.14,-107769.19,-27320.44,1713092.51
2024-12-01,direct,0.0,2373632.44,489056.0,0.0,0.0,0.0442,21639.0,10032.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,direct,0.0,890449.01,294192.0,0.0,0.0,0.0273,8038.0,3401.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,direct,0.0,890449.01,294192.0,0.0,0.0,0.0273,8038.0,3401.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,direct,0.0,890449.01,294192.0,0.0,0.0,0.0273,8038.0,3401.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,direct,0.0,890449.01,294192.0,0.0,0.0,0.0273,8038.0,3401.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,direct,0.0,890449.01,294192.0,0.0,0.0,0.0273,8038.0,3401.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,0.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,0.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,0.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,0.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,0.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,1017758.01,-88930.89,-46815.46,882011.66
2024-08-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,0.0,1203508.98,-94359.42,-35156.1,1073993.46
2024-09-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,0.0,1037038.97,-99623.56,-35440.03,901975.38
2024-10-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,0.0,1146811.38,-176537.57,-32516.32,937757.49
2024-11-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,0.0,1848182.14,-107769.19,-27320.44,1713092.51
2024-12-01,Other,0.0,1383467.08,165797.0,0.0,0.0,0.0607,10057.0,5016.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,2441932.76,-127883.11,-59364.07,2254685.58
2025-01-01,Other,0.0,591668.39,65576.0,0.0,0.0,0.0654,4289.0,2084.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,1173370.87,-122244.02,-42002.41,1009124.44
2025-02-01,Other,0.0,591668.39,65576.0,0.0,0.0,0.0654,4289.0,2084.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,955761.18,-97362.32,-31037.05,827361.81
2025-03-01,Other,0.0,591668.39,65576.0,0.0,0.0,0.0654,4289.0,2084.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,1216270.17,-109247.97,-45448.41,1061573.79
2025-04-01,Other,0.0,591668.39,65576.0,0.0,0.0,0.0654,4289.0,2084.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,1414754.88,-204778.94,-65685.07,1144290.87
2025-05-01,Other,0.0,591668.39,65576.0,0.0,0.0,0.0654,4289.0,2084.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,1921886.83,-312697.71,-54428.32,1554760.8
2024-01-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,342385.0,11370.0,0.03,10522.0,0.03,5897.0,0.56,0.02,2.47,844908.0,1100.0,800.0,1066.0,534.0,0.0,1047386.58,-107428.31,-61116.9,878841.37
2024-02-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,345773.0,16583.0,0.05,12264.0,0.04,7568.0,0.62,0.02,3.05,1054390.0,1080.0,780.0,1044.0,520.0,0.0,1050134.33,-103694.61,-46543.44,899896.28
2024-03-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,286656.0,18153.0,0.06,13083.0,0.05,8476.0,0.65,0.03,3.27,936210.0,830.0,600.0,815.0,400.0,0.0,1042431.81,-87628.99,-50138.12,904664.7
2024-04-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,300478.0,21545.0,0.07,15317.0,0.05,9018.0,0.59,0.03,3.48,1046813.0,850.0,620.0,833.0,410.0,0.0,1254339.5,-182409.52,-42238.03,1029691.95
2024-05-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,403487.0,32837.0,0.08,22473.0,0.06,14535.0,0.65,0.04,3.61,1454783.0,600.0,3500.0,588.0,2352.0,0.0,1794135.77,-296241.55,-53802.15,1444092.07
2024-06-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,1102399.45,-109422.36,-51017.6,941959.49
2024-07-01,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,1017758.01,-88930.89,-46815.46,882011.66
